,id_x,meas_station_x,sample_id,dp_position_x,sediment_depth_m,idoc_mgl,temp_c,idoc_sat,H_m_x,operator_name_x,comment_x,id_y,meas_station_y,dp_position_y,kf_ms,slurp_rate_avg_mls,H_m_y,operator_name_y,comment_y
14,5505.0,Aich 4, Aich 4,15.0,0.019999999999999962,10.81,,102.19,0.55,Seitz,,4779.0,Aich 4,15.0,0.00374146171302844,12.137777777777778,0.55,Seitz,
15,5506.0,Glems 6, Glems 6,1.0,0.43999999999999995,0.0,14.8,0.0,0.55,Seitz,,5020.0,Glems 6,1.0,9.89200878943718e-06,0.08,0.55,Seitz,
16,5507.0,Glems 6, Glems 6,2.0,0.4099999999999999,0.0,14.8,0.0,0.55,Seitz,,5021.0,Glems 6,2.0,1.83794081260578e-05,0.14,0.55,Seitz,
17,5508.0,Glems 6, Glems 6,3.0,0.37999999999999995,0.0,14.8,0.0,0.55,Seitz,,5022.0,Glems 6,3.0,1.95880686934752e-05,0.14,0.55,Seitz,
18,5509.0,Glems 6, Glems 6,4.0,0.35,2.92,14.8,31.3,0.55,Seitz,,5023.0,Glems 6,4.0,0.000249608514938835,1.6666666666666667,0.55,Seitz,
19,5510.0,Glems 6, Glems 6,5.0,0.31999999999999995,2.19,14.75,22.55,0.55,Seitz,,5024.0,Glems 6,5.0,0.000345821559540864,2.1466666666666665,0.55,Seitz,
20,5511.0,Glems 6, Glems 6,6.0,0.2899999999999999,2.28,14.75,23.6,0.55,Seitz,,5025.0,Glems 6,6.0,0.000657205469567397,3.2350000000000003,0.55,Seitz,
21,5512.0,Glems 6, Glems 6,7.0,0.25999999999999995,1.88,14.8,19.45,0.55,Seitz,,5026.0,Glems 6,7.0,0.000855885758333735,4.483333333333333,0.55,Seitz,
22,5513.0,Glems 6, Glems 6,8.0,0.22999999999999995,1.8,14.75,18.5,0.55,Seitz,,5027.0,Glems 6,8.0,0.00141463465603145,6.84,0.55,Seitz,
23,5514.0,Glems 6, Glems 6,9.0,0.19999999999999996,2.02,14.8,20.8,0.55,Seitz,,5028.0,Glems 6,9.0,0.00142823449500743,5.739999999999999,0.55,Seitz,
24,5515.0,Glems 6, Glems 6,10.0,0.16999999999999993,2.37,14.8,24.5,0.55,Seitz,,5029.0,Glems 6,10.0,0.00179554759148122,5.829999999999999,0.55,Seitz,
25,5516.0,Glems 6, Glems 6,11.0,0.13999999999999996,3.46,14.59,35.75,0.55,Seitz,,5030.0,Glems 6,11.0,0.000601724979306113,1.7633333333333334,0.55,Seitz,
26,5517.0,Glems 6, Glems 6,12.0,0.10999999999999999,3.43,14.8,35.4,0.55,Seitz,,5031.0,Glems 6,12.0,0.00161974163045445,4.34,0.55,Seitz,
27,5518.0,Glems 6, Glems 6,13.0,0.07999999999999996,4.38,14.75,45.15,0.55,Seitz,,5032.0,Glems 6,13.0,0.003621298904213,7.633333333333333,0.55,Seitz,
28,5519.0,Glems 6, Glems 6,14.0,0.04999999999999993,5.8,14.8,59.95,0.55,Seitz,,5033.0,Glems 6,14.0,0.00333247852257198,6.466666666666666,0.55,Seitz,
29,5520.0,Glems 6, Glems 6,15.0,0.019999999999999962,8.22,14.95,85.2,0.55,Seitz,,5034.0,Glems 6,15.0,0.0106789466915357,15.986666666666666,0.55,Seitz,
30,5521.0,Rems 3, Rems 3,1.0,0.44999999999999996,9.37,13.65,94.05,0.54,Seitz,,4810.0,Rems 3,1.0,0.00419842984945713,35.7,0.54,Seitz,
31,5522.0,Rems 3, Rems 3,2.0,0.41999999999999993,8.4,13.85,82.75,0.54,Seitz,,4811.0,Rems 3,2.0,,,0.54,Seitz,
32,5523.0,Rems 3, Rems 3,3.0,0.38999999999999996,9.23,13.0,91.3,0.54,Seitz,,4812.0,Rems 3,3.0,0.00339239305204028,31.666666666666668,0.54,Seitz,
33,5524.0,Rems 3, Rems 3,4.0,0.36,7.32,12.9,72.25,0.54,Seitz,,4813.0,Rems 3,4.0,0.00491078351107441,41.32666666666667,0.54,Seitz,
34,5525.0,Rems 3, Rems 3,5.0,0.32999999999999996,9.69,13.25,96.4,0.54,Seitz,,4814.0,Rems 3,5.0,0.00377423839837034,31.846666666666668,0.54,Seitz,
35,5526.0,Rems 3, Rems 3,6.0,0.29999999999999993,12.17,13.2,121.2,0.54,Seitz,,4815.0,Rems 3,6.0,0.00480411112869884,36.285,0.54,Seitz,
36,5527.0,Rems 3, Rems 3,7.0,0.26999999999999996,11.99,13.2,119.37,0.54,Seitz,,4816.0,Rems 3,7.0,0.00507394554939339,36.245000000000005,0.54,Seitz,
37,5528.0,Rems 3, Rems 3,8.0,0.23999999999999996,11.13,13.45,111.5,0.54,Seitz,,4817.0,Rems 3,8.0,0.00624786021586227,39.89,0.54,Seitz,
38,5529.0,Rems 3, Rems 3,9.0,0.20999999999999996,12.28,13.1,121.8,0.54,Seitz,,4818.0,Rems 3,9.0,0.00566217246037357,33.056666666666665,0.54,Seitz,
39,5530.0,Rems 3, Rems 3,10.0,0.17999999999999994,13.39,13.1,132.65,0.54,Seitz,,4819.0,Rems 3,10.0,0.00265273523691897,16.279999999999998,0.54,Seitz,
40,5531.0,Rems 3, Rems 3,11.0,0.14999999999999997,13.77,13.27,136.93,0.54,Seitz,,4820.0,Rems 3,11.0,0.00286569033272263,16.900000000000002,0.54,Seitz,
41,5532.0,Rems 3, Rems 3,12.0,0.12,14.04,13.53,140.13,0.54,Seitz,,4821.0,Rems 3,12.0,0.00603780826646991,29.72666666666667,0.54,Seitz,
42,5533.0,Rems 3, Rems 3,13.0,0.08999999999999997,14.18,13.25,140.65,0.54,Seitz,,4822.0,Rems 3,13.0,,,0.54,Seitz,
43,5534.0,Rems 3, Rems 3,14.0,0.05999999999999994,14.03,13.3,141.2,0.54,Seitz,,4823.0,Rems 3,14.0,0.0112674525691246,46.92,0.54,Seitz,
44,5535.0,Rems 3, Rems 3,15.0,0.02999999999999997,14.36,13.3,142.55,0.54,Seitz,,4824.0,Rems 3,15.0,,,0.54,Seitz,
45,5536.0,Aich 1,Aich 1,1.0,0.48,4.67,10.0,43.35,0.5,Seitz,,4720.0,Aich 1,1.0,0.000307726423985508,2.5700000000000003,0.5,Seitz,
46,5537.0,Aich 1,Aich 1,2.0,0.44999999999999996,4.470000000000001,10.0,41.45,0.5,Seitz,,4721.0,Aich 1,2.0,1.06397985339003e-05,0.08499999999999999,0.5,Seitz,
47,5538.0,Aich 1,Aich 1,3.0,0.42,4.779999999999999,10.0,44.45,0.5,Seitz,,4722.0,Aich 1,3.0,0.000803280987617995,5.1000000000000005,0.5,Seitz,
48,5539.0,Aich 1,Aich 1,4.0,0.39,4.68,10.0,43.599999999999994,0.5,Seitz,,4723.0,Aich 1,4.0,0.00051620023224998,3.568333333333334,0.5,Seitz,
49,5540.0,Aich 1,Aich 1,5.0,0.36,4.404999999999999,10.0,41.0,0.5,Seitz,,4724.0,Aich 1,5.0,0.000854217556039658,5.527777777777778,0.5,Seitz,
50,5541.0,Aich 1,Aich 1,6.0,0.32999999999999996,4.17,10.0,38.75,0.5,Seitz,,4725.0,Aich 1,6.0,0.000685468523940917,4.092222222222222,0.5,Seitz,
51,5542.0,Aich 1,Aich 1,7.0,0.3,4.125,10.1,38.35,0.5,Seitz,,4726.0,Aich 1,7.0,0.00102884546862471,5.6244444444444435,0.5,Seitz,
52,5543.0,Aich 1,Aich 1,8.0,0.27,3.885,10.1,36.150000000000006,0.5,Seitz,,4727.0,Aich 1,8.0,0.000661494608155657,3.442222222222222,0.5,Seitz,
53,5544.0,Aich 1,Aich 1,9.0,0.24,3.925,10.1,36.599999999999994,0.5,Seitz,,4728.0,Aich 1,9.0,0.000107280908773943,0.48000000000000004,0.5,Seitz,
54,5545.0,Aich 1,Aich 1,10.0,0.20999999999999996,2.325,10.3,22.2,0.5,Seitz,,4729.0,Aich 1,10.0,1.20292820785504e-05,0.04777777777777778,0.5,Seitz,
55,5546.0,Aich 1,Aich 1,11.0,0.18,1.955,10.3,18.35,0.5,Seitz,,4730.0,Aich 1,11.0,9.33382361152371e-05,0.3033333333333333,0.5,Seitz,
56,5547.0,Aich 1,Aich 1,12.0,0.15000000000000002,10.815,10.5,101.5,0.5,Seitz,,4731.0,Aich 1,12.0,0.000499305527693354,1.4033333333333333,0.5,Seitz,
57,5548.0,Aich 1,Aich 1,13.0,0.12,10.915,10.55,102.47,0.5,Seitz,,4732.0,Aich 1,13.0,0.00135866925759816,3.7422222222222223,0.5,Seitz,
58,5549.0,Aich 1,Aich 1,14.0,0.08999999999999997,10.93,10.6,102.95,0.5,Seitz,,4733.0,Aich 1,14.0,0.00344523356660004,8.086666666666668,0.5,Seitz,
59,5550.0,Aich 1,Aich 1,15.0,0.06,10.245000000000001,10.8,96.95,0.5,Seitz,,4734.0,Aich 1,15.0,,,0.5,Seitz,
60,5551.0,Aich 2,Aich 2,1.0,0.53,,,,0.46,Seitz,,4735.0,Aich 2,1.0,,,0.46,Seitz,
61,5552.0,Aich 2,Aich 2,2.0,0.5,2.39,10.55,22.1,0.46,Seitz,,4736.0,Aich 2,2.0,0.000378333349969358,4.194444444444444,0.46,Seitz,
62,5553.0,Aich 2,Aich 2,3.0,0.47000000000000003,1.72,10.6,16.0,0.46,Seitz,,4737.0,Aich 2,3.0,0.000271780576031268,2.8855555555555554,0.46,Seitz,
63,5554.0,Aich 2,Aich 2,4.0,0.44000000000000006,1.63,10.6,15.25,0.46,Seitz,,4738.0,Aich 2,4.0,0.000329875333934474,3.3477777777777784,0.46,Seitz,
64,5555.0,Aich 2,Aich 2,5.0,0.41000000000000003,0.79,10.6,7.45,0.46,Seitz,,4739.0,Aich 2,5.0,0.000271463583724852,2.627777777777778,0.46,Seitz,
65,5556.0,Aich 2,Aich 2,6.0,0.38,0.68,10.65,6.3,0.46,Seitz,,4740.0,Aich 2,6.0,6.9952721318768e-05,0.6444444444444444,0.46,Seitz,
66,5557.0,Aich 2,Aich 2,7.0,0.35000000000000003,1.15,10.7,10.75,0.46,Seitz,,4741.0,Aich 2,7.0,1.64682255431433e-06,0.014444444444444446,0.46,Seitz,
67,5558.0,Aich 2,Aich 2,8.0,0.32000000000000006,0.77,10.9,7.3,0.46,Seitz,,4742.0,Aich 2,8.0,0.000185253526214971,1.5333333333333332,0.46,Seitz,
68,5559.0,Aich 2,Aich 2,9.0,0.29000000000000004,2.4,,,0.46,Seitz,,4743.0,Aich 2,9.0,0.000615689457214604,4.302222222222222,0.46,Seitz,
69,5560.0,Aich 2,Aich 2,10.0,0.26,1.26,11.05,12.85,0.46,Seitz,,4744.0,Aich 2,10.0,0.000118004293116096,0.8666666666666667,0.46,Seitz,
70,5561.0,Aich 2,Aich 2,11.0,0.23000000000000004,1.04,11.2,9.9,0.46,Seitz,,4745.0,Aich 2,11.0,0.000422987468557097,2.488888888888889,0.46,Seitz,
71,5562.0,Aich 2,Aich 2,12.0,0.20000000000000007,1.95,11.3,18.7,0.46,Seitz,,4746.0,Aich 2,12.0,0.000246347432414269,1.5811111111111114,0.46,Seitz,
72,5563.0,Aich 2,Aich 2,13.0,0.17000000000000004,3.3,12.8,32.9,0.46,Seitz,,4747.0,Aich 2,13.0,0.000126598931395914,0.7544444444444444,0.46,Seitz,
73,5564.0,Aich 2,Aich 2,14.0,0.14,6.22,11.1,63.0,0.46,Seitz,,4748.0,Aich 2,14.0,6.43820650912355e-05,0.3544444444444444,0.46,Seitz,
74,5565.0,Aich 2,Aich 2,15.0,0.11000000000000004,6.32,11.5,60.9,0.46,Seitz,,4749.0,Aich 2,15.0,0.000235646671786938,1.1888888888888889,0.46,Seitz,
75,5566.0,Aich 3,Aich 3,1.0,0.30000000000000004,,,,0.69,Seitz,,4750.0,Aich 3,1.0,0.00101920603389412,5.198888888888889,0.69,Seitz,
76,5567.0,Aich 3,Aich 3,2.0,0.27,1.36,10.4,12.6,0.69,Seitz,,4751.0,Aich 3,2.0,0.000691694115669562,3.878333333333333,0.69,Seitz,
77,5568.0,Aich 3,Aich 3,3.0,0.24000000000000005,2.38,10.5,24.3,0.69,Seitz,,4752.0,Aich 3,3.0,0.00130471130423105,6.725555555555555,0.69,Seitz,
78,5569.0,Aich 3,Aich 3,4.0,0.21000000000000005,5.67,,53.47,0.69,Seitz,,4753.0,Aich 3,4.0,0.0011990437865955,5.581666666666667,0.69,Seitz,
79,5570.0,Aich 3,Aich 3,5.0,0.18000000000000005,7.58,10.6,84.1,0.69,Seitz,,4754.0,Aich 3,5.0,0.00157547879774929,6.3822222222222225,0.69,Seitz,
80,5571.0,Aich 3,Aich 3,6.0,0.15000000000000005,9.54,,86.5,0.69,Seitz,,4755.0,Aich 3,6.0,0.00291143920883372,8.97888888888889,0.69,Seitz,
81,5572.0,Aich 3,Aich 3,7.0,0.12000000000000005,9.48,,89.4,0.69,Seitz,,4756.0,Aich 3,7.0,0.00335549250968121,10.827777777777778,0.69,Seitz,
82,5573.0,Aich 3,Aich 3,8.0,0.09000000000000005,9.8,10.8,91.2,0.69,Seitz,,4757.0,Aich 3,8.0,0.00838359869446778,20.51222222222222,0.69,Seitz,
83,5574.0,Aich 3,Aich 3,9.0,0.06000000000000005,10.17,10.8,95.8,0.69,Seitz,,4758.0,Aich 3,9.0,0.00861698803110944,19.958888888888893,0.69,Seitz,
84,5575.0,Aich 3,Aich 3,10.0,0.030000000000000027,10.48,10.8,97.1,0.69,Seitz,,4759.0,Aich 3,10.0,0.0109764132945405,21.605555555555554,0.69,Seitz,
85,5576.0,Aich 3,Aich 3,11.0,,10.73,10.4,100.1,,Seitz,,4760.0,Aich 3,11.0,,,,Seitz,
110,5581.0,Eyach 1,Eyach 1,1.0,0.45999999999999996,5.17,18.2,57.0,0.53,Seitz,,5095.0,Eyach 1,1.0,0.00153565323529195,13.656666666666666,0.53,Seitz,
111,5582.0,Eyach 1,Eyach 1,2.0,0.42999999999999994,4.76,18.25,52.4,0.53,Seitz,,5096.0,Eyach 1,2.0,0.00152714915914938,14.086666666666666,0.53,Seitz,
112,5583.0,Eyach 1,Eyach 1,3.0,0.39999999999999997,6.81,18.25,75.25,0.53,Seitz,,5097.0,Eyach 1,3.0,0.00133775744469023,10.843333333333334,0.53,Seitz,
113,5584.0,Eyach 1,Eyach 1,4.0,0.37,6.12,18.3,67.8,0.53,Seitz,,5098.0,Eyach 1,4.0,0.000207400184601603,1.5866666666666667,0.53,Seitz,
114,5585.0,Eyach 1,Eyach 1,5.0,0.33999999999999997,6.4,18.35,70.9,0.53,Seitz,,5099.0,Eyach 1,5.0,0.000719640974306356,6.159999999999999,0.53,Seitz,
115,5586.0,Eyach 1,Eyach 1,6.0,0.30999999999999994,6.79,18.4,75.25,0.53,Seitz,,5100.0,Eyach 1,6.0,0.00309894303345379,21.11,0.53,Seitz,
116,5587.0,Eyach 1,Eyach 1,7.0,0.27999999999999997,6.62,18.35,73.1,0.53,Seitz,,5101.0,Eyach 1,7.0,0.004584322718115,27.223333333333333,0.53,Seitz,
117,5588.0,Eyach 1,Eyach 1,8.0,0.24999999999999997,7.59,18.4,84.1,0.53,Seitz,,5102.0,Eyach 1,8.0,0.0,,0.53,Seitz,
118,5589.0,Eyach 1,Eyach 1,9.0,0.21999999999999997,7.91,18.4,87.5,0.53,Seitz,,5103.0,Eyach 1,9.0,0.00137346537167128,7.596666666666667,0.53,Seitz,
119,5590.0,Eyach 1,Eyach 1,10.0,0.18999999999999995,9.2,18.55,102.35,0.53,Seitz,,5104.0,Eyach 1,10.0,0.00256105914221525,15.110000000000001,0.53,Seitz,
120,5591.0,Eyach 1,Eyach 1,11.0,0.15999999999999998,9.27,18.5,103.15,0.53,Seitz,,5105.0,Eyach 1,11.0,0.00176546975832625,9.850000000000001,0.53,Seitz,
121,5592.0,Eyach 1,Eyach 1,12.0,0.13,9.42,18.4,104.45,0.53,Seitz,,5106.0,Eyach 1,12.0,0.00438060146579397,18.986666666666665,0.53,Seitz,
122,5593.0,Eyach 1,Eyach 1,13.0,0.09999999999999998,9.41,18.35,104.4,0.53,Seitz,,5107.0,Eyach 1,13.0,0.010343316895823,40.745000000000005,0.53,Seitz,
123,5594.0,Eyach 1,Eyach 1,14.0,0.06999999999999995,9.4,18.5,104.4,0.53,Seitz,,5108.0,Eyach 1,14.0,0.0103581240275551,37.915,0.53,Seitz,
124,5595.0,Eyach 1,Eyach 1,15.0,0.03999999999999998,9.39,18.45,104.35,0.53,Seitz,,5109.0,Eyach 1,15.0,0.0118061627565499,39.935,0.53,Seitz,
125,5596.0,Eyach 2,Eyach 2,1.0,0.47,8.7,18.8,97.5,0.52,Seitz,,5110.0,Eyach 2,1.0,0.00467405160435407,41.92,0.52,Seitz,
126,5597.0,Eyach 2,Eyach 2,2.0,0.43999999999999995,9.21,18.8,102.95,0.52,Seitz,,5111.0,Eyach 2,2.0,0.00389484723472341,33.78,0.52,Seitz,
127,5598.0,Eyach 2,Eyach 2,3.0,0.41,9.59,18.7,106.8,0.52,Seitz,,5112.0,Eyach 2,3.0,0.00490342334962424,46.07666666666666,0.52,Seitz,
128,5599.0,Eyach 2,Eyach 2,4.0,0.38,9.66,18.75,108.05,0.52,Seitz,,5113.0,Eyach 2,4.0,0.00393536485361467,31.24,0.52,Seitz,
129,5600.0,Eyach 2,Eyach 2,5.0,0.35,9.77,18.65,109.1,0.52,Seitz,,5114.0,Eyach 2,5.0,0.00455126843424944,41.35333333333333,0.52,Seitz,
130,5601.0,Eyach 2,Eyach 2,6.0,0.31999999999999995,9.8,18.65,109.35,0.52,Seitz,,5115.0,Eyach 2,6.0,0.00551959447770744,39.96333333333333,0.52,Seitz,
131,5602.0,Eyach 2,Eyach 2,7.0,0.29,9.73,18.65,108.4,0.52,Seitz,,5116.0,Eyach 2,7.0,0.0063143761950377,49.6,0.52,Seitz,
132,5603.0,Eyach 2,Eyach 2,8.0,0.26,9.82,18.6,109.3,0.52,Seitz,,5117.0,Eyach 2,8.0,0.00543072241078511,40.89333333333333,0.52,Seitz,
133,5604.0,Eyach 2,Eyach 2,9.0,0.22999999999999998,9.83,18.6,109.25,0.52,Seitz,,5118.0,Eyach 2,9.0,0.00632651818640727,38.60333333333333,0.52,Seitz,
134,5605.0,Eyach 2,Eyach 2,10.0,0.19999999999999996,9.94,18.65,111.0,0.52,Seitz,,5119.0,Eyach 2,10.0,0.00493931527877576,28.333333333333332,0.52,Seitz,
135,5606.0,Eyach 2,Eyach 2,11.0,0.16999999999999998,9.83,18.5,109.1,0.52,Seitz,,5120.0,Eyach 2,11.0,0.00883533065431778,46.46,0.52,Seitz,
136,5607.0,Eyach 2,Eyach 2,12.0,0.14,9.9,18.6,110.3,0.52,Seitz,,5121.0,Eyach 2,12.0,0.0105048232094908,51.096666666666664,0.52,Seitz,
137,5608.0,Eyach 2,Eyach 2,13.0,0.10999999999999999,9.83,18.6,109.45,0.52,Seitz,,5122.0,Eyach 2,13.0,0.0116747481043878,59.99,0.52,Seitz,
138,5609.0,Eyach 2,Eyach 2,14.0,0.07999999999999996,9.84,18.65,109.75,0.52,Seitz,,5123.0,Eyach 2,14.0,0.012430220996817,55.34,0.52,Seitz,
139,5610.0,Eyach 2,Eyach 2,15.0,0.04999999999999999,9.95,18.7,110.75,0.52,Seitz,,5124.0,Eyach 2,15.0,0.0125541613347925,51.17,0.52,Seitz,
140,5611.0,Eyach 3,Eyach 3,1.0,0.44999999999999996,8.47,18.0,93.05,0.54,Seitz,,5125.0,Eyach 3,1.0,0.0064898621759888,59.88,0.54,Seitz,
141,5612.0,Eyach 3,Eyach 3,2.0,0.41999999999999993,8.93,17.6,97.15,0.54,Seitz,,5126.0,Eyach 3,2.0,0.00352301018408233,36.72666666666667,0.54,Seitz,
142,5613.0,Eyach 3,Eyach 3,3.0,0.38999999999999996,9.04,17.6,98.25,0.54,Seitz,,5127.0,Eyach 3,3.0,0.0070532970664011,59.59,0.54,Seitz,
143,5614.0,Eyach 3,Eyach 3,4.0,0.36,9.11,17.55,98.75,0.54,Seitz,,5128.0,Eyach 3,4.0,0.00604818746411605,56.71,0.54,Seitz,
144,5615.0,Eyach 3,Eyach 3,5.0,0.32999999999999996,9.11,17.55,98.85,0.54,Seitz,,5129.0,Eyach 3,5.0,0.0068684346316851,48.60666666666666,0.54,Seitz,
145,5616.0,Eyach 3,Eyach 3,6.0,0.29999999999999993,9.14,17.55,99.2,0.54,Seitz,,5130.0,Eyach 3,6.0,0.00763901881289,59.97,0.54,Seitz,
146,5617.0,Eyach 3,Eyach 3,7.0,0.26999999999999996,9.17,17.6,99.5,0.54,Seitz,,5131.0,Eyach 3,7.0,0.00779029368205406,59.99,0.54,Seitz,
147,5618.0,Eyach 3,Eyach 3,8.0,0.23999999999999996,9.13,17.55,99.2,0.54,Seitz,,5132.0,Eyach 3,8.0,0.0071540043181185,54.306666666666665,0.54,Seitz,
148,5619.0,Eyach 3,Eyach 3,9.0,0.20999999999999996,9.13,17.55,99.2,0.54,Seitz,,5133.0,Eyach 3,9.0,0.00875977249975865,59.56999999999999,0.54,Seitz,
149,5620.0,Eyach 3,Eyach 3,10.0,0.17999999999999994,9.03,17.6,98.35,0.54,Seitz,,5134.0,Eyach 3,10.0,0.00642657230799893,42.51,0.54,Seitz,
150,5621.0,Eyach 3,Eyach 3,11.0,0.14999999999999997,9.0,17.55,97.75,0.54,Seitz,,5135.0,Eyach 3,11.0,0.0108048793506664,57.156666666666666,0.54,Seitz,
151,5622.0,Eyach 3,Eyach 3,12.0,0.12,8.94,17.6,97.2,0.54,Seitz,,5136.0,Eyach 3,12.0,0.0133132655154472,59.71,0.54,Seitz,
152,5623.0,Eyach 3,Eyach 3,13.0,0.08999999999999997,9.0,17.65,98.05,0.54,Seitz,,5137.0,Eyach 3,13.0,0.0133221831103943,59.97,0.54,Seitz,
153,5624.0,Eyach 3,Eyach 3,14.0,0.05999999999999994,8.98,17.55,98.0,0.54,Seitz,,5138.0,Eyach 3,14.0,0.00727009116225244,32.47,0.54,Seitz,
154,5625.0,Eyach 3,Eyach 3,15.0,0.02999999999999997,9.16,17.6,99.9,0.54,Seitz,,5139.0,Eyach 3,15.0,0.00600940703433908,26.23,0.54,Seitz,
155,5626.0,Eyach 4,Eyach 4,1.0,0.47,4.79,17.8,52.15,0.52,Seitz,,5140.0,Eyach 4,1.0,0.00218107879565115,18.27,0.52,Seitz,
156,5627.0,Eyach 4,Eyach 4,2.0,0.43999999999999995,5.37,17.6,58.25,0.52,Seitz,,5141.0,Eyach 4,2.0,0.00140264397603815,13.166666666666666,0.52,Seitz,
157,5628.0,Eyach 4,Eyach 4,3.0,0.41,6.07,17.7,66.05,0.52,Seitz,,5142.0,Eyach 4,3.0,0.000740026888479263,6.6933333333333325,0.52,Seitz,
158,5629.0,Eyach 4,Eyach 4,4.0,0.38,6.56,17.7,71.4,0.52,Seitz,,5143.0,Eyach 4,4.0,0.00152822890133548,13.046666666666667,0.52,Seitz,
159,5630.0,Eyach 4,Eyach 4,5.0,0.35,6.3,17.6,69.51,0.52,Seitz,,5144.0,Eyach 4,5.0,0.000386519702586809,3.1533333333333338,0.52,Seitz,
160,5631.0,Eyach 4,Eyach 4,6.0,0.31999999999999995,6.2,17.7,67.55,0.52,Seitz,,5145.0,Eyach 4,6.0,0.00106082258729866,8.203333333333333,0.52,Seitz,
161,5632.0,Eyach 4,Eyach 4,7.0,0.29,6.08,17.55,66.05,0.52,Seitz,,5146.0,Eyach 4,7.0,0.00157806911253965,11.573333333333332,0.52,Seitz,
162,5633.0,Eyach 4,Eyach 4,8.0,0.26,7.4,17.55,80.4,0.52,Seitz,,5147.0,Eyach 4,8.0,0.00202149208049454,11.950000000000001,0.52,Seitz,
163,5634.0,Eyach 4,Eyach 4,9.0,0.22999999999999998,8.74,17.7,95.3,0.52,Seitz,,5148.0,Eyach 4,9.0,0.00316945913318273,20.05666666666667,0.52,Seitz,
164,5635.0,Eyach 4,Eyach 4,10.0,0.19999999999999996,8.98,17.5,97.35,0.52,Seitz,,5149.0,Eyach 4,10.0,0.00883816427712532,40.92,0.52,Seitz,
165,5636.0,Eyach 4,Eyach 4,11.0,0.16999999999999998,9.11,17.5,98.8,0.52,Seitz,,5150.0,Eyach 4,11.0,0.00810650901252351,36.785,0.52,Seitz,
166,5637.0,Eyach 4,Eyach 4,12.0,0.14,9.28,17.5,100.8,0.52,Seitz,,5151.0,Eyach 4,12.0,0.0108998343504694,44.53,0.52,Seitz,
167,5638.0,Eyach 4,Eyach 4,13.0,0.10999999999999999,9.45,17.5,102.7,0.52,Seitz,,5152.0,Eyach 4,13.0,0.0141556886320827,44.26,0.52,Seitz,
168,5639.0,Eyach 4,Eyach 4,14.0,0.07999999999999996,9.37,17.4,101.65,0.52,Seitz,,5153.0,Eyach 4,14.0,0.0129507638386978,41.17,0.52,Seitz,
169,5640.0,Eyach 4,Eyach 4,15.0,0.04999999999999999,9.37,17.4,101.75,0.52,Seitz,,5154.0,Eyach 4,15.0,0.0160032820166291,44.68,0.52,Seitz,
